# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
147.308,2672.206,-23.234,0.027,23.234,0.06,-11.028,0.208,11.03,178.921,2.097,0.054,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.07,4.725e6,0,228.817,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.204,-2.445,730.009,329.817,0.5,0.271
147.808,2660.593,-23.22,0.027,23.22,0.046,-12.081,0.207,12.083,179.016,2.115,0.037,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.07,4.726e6,0,228.811,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.19,-2.369,731.072,329.863,0.5,0.271
148.308,2648.986,-23.206,0.029,23.208,0.166,-13.159,0.207,13.161,179.097,2.197,0.163,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.07,4.728e6,0,228.873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.508,-2.294,732.134,329.909,0.5,0.271
148.808,2637.386,-23.192,0.027,23.193,0.103,-14.27,0.207,14.271,179.168,2.246,0.099,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.07,4.73e6,0,228.818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.438,-2.218,733.196,329.955,0.5,0.271
149.308,2625.793,-23.179,0.027,23.179,0.038,-15.396,0.207,15.398,179.23,2.26,0.027,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.07,4.732e6,0,228.796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.317,-2.143,734.257,330,0.5,0.271
149.808,2614.207,-23.166,0.027,23.166,0.05,-16.521,0.207,16.522,179.283,2.238,0.042,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.07,4.733e6,0,228.802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.166,-2.068,735.318,330.046,0.5,0.271
150.308,2602.628,-23.152,0.028,23.154,0.16,-17.62,0.207,17.621,179.328,2.159,0.158,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.07,4.735e6,0,228.857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.872,-1.992,736.378,330.092,0.5,0.271
150.808,2591.055,-23.138,0.028,23.14,0.196,-18.676,0.206,18.677,179.367,2.063,0.194,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.07,4.737e6,0,228.876,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.71,-1.917,737.437,330.137,0.5,0.271
151.308,2579.49,-23.125,0.026,23.126,0.133,-19.691,0.206,19.692,179.4,1.997,0.131,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.07,4.739e6,0,228.815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.761,-1.842,738.496,330.183,0.5,0.271
151.808,2567.931,-23.112,0.026,23.112,0.06,-20.696,0.206,20.697,179.43,2.024,0.054,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.07,4.74e6,0,228.787,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.131,-1.767,739.554,330.228,0.5,0.272
152.308,2556.378,-23.099,0.026,23.099,0.043,-21.704,0.206,21.705,179.456,2.007,0.035,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.07,4.742e6,0,228.789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.95,-1.692,740.611,330.274,0.5,0.272
152.808,2544.832,-23.085,0.026,23.086,0.074,-22.699,0.206,22.7,179.481,1.973,0.069,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.07,4.744e6,0,228.802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.852,-1.616,741.668,330.319,0.5,0.272
153.308,2533.293,-23.072,0.026,23.072,0.034,-23.688,0.206,23.689,179.503,1.983,0.021,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.07,4.745e6,0,228.794,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.029,-1.541,742.724,330.365,0.5,0.272
153.808,2521.76,-23.059,0.026,23.059,0.041,-24.683,0.205,24.684,179.523,1.999,0.031,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.07,4.747e6,0,228.798,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.063,-1.466,743.78,330.41,0.5,0.272
154.308,2510.234,-23.046,0.027,23.046,0.092,-25.693,0.205,25.694,179.542,2.042,0.088,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.07,4.749e6,0,228.815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.212,-1.391,744.835,330.456,0.5,0.272
154.808,2498.714,-23.033,0.026,23.033,0.028,-26.713,0.205,26.714,179.56,2.037,0.01,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.07,4.75e6,0,228.792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.025,-1.317,745.889,330.501,0.5,0.272
155.308,2487.201,-23.02,0.026,23.02,0.035,-27.729,0.205,27.73,179.577,2.025,0.024,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.07,4.752e6,0,228.796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.988,-1.242,746.949,330.546,0.5,0.272
155.808,2475.694,-23.006,0.027,23.006,0.031,-28.743,0.205,28.744,179.592,2.033,0.016,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.07,4.754e6,0,228.812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.07,-1.167,748.057,330.592,0.5,0.272
156.308,2464.194,-22.993,0.027,22.993,0.043,-29.764,0.205,29.765,179.606,2.05,0.033,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.07,4.756e6,0,228.824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.118,-1.092,749.165,330.637,0.5,0.272
156.808,2452.701,-22.979,0.027,22.979,0.069,-30.781,0.204,30.782,179.62,2.018,0.063,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.07,4.758e6,0,228.833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.908,-1.017,750.272,330.682,0.5,0.272
157.308,2441.215,-22.965,0.027,22.965,0.03,-31.792,0.204,31.793,179.632,2.024,0.012,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.069,4.76e6,0,228.826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.053,-0.943,751.378,330.728,0.5,0.272
157.808,2429.736,-22.95,0.03,22.955,0.242,-32.834,0.204,32.835,179.644,2.144,0.24,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.069,4.762e6,0,228.967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.592,-0.868,752.484,330.773,0.5,0.272
158.308,2418.265,-22.937,0.026,22.937,0.064,-33.913,0.204,33.914,179.656,2.173,0.058,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.069,4.763e6,0,228.807,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.286,-0.793,753.588,330.818,0.5,0.272
158.808,2406.799,-22.924,0.027,22.924,0.087,-35.01,0.204,35.011,179.667,2.214,0.082,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.069,4.765e6,0,228.826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.373,-0.719,754.693,330.863,0.5,0.272
159.308,2395.341,-22.91,0.027,22.911,0.071,-36.109,0.204,36.11,179.677,2.181,0.066,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.069,4.767e6,0,228.822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.068,-0.644,755.796,330.909,0.5,0.272
159.808,2383.889,-22.897,0.027,22.897,0.048,-37.205,0.203,37.205,179.687,2.201,0.04,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.069,4.769e6,0,228.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.281,-0.57,756.899,330.954,0.5,0.272
160.308,2372.444,-22.883,0.027,22.884,0.059,-38.299,0.203,38.299,179.696,2.175,0.053,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.069,4.77e6,0,228.824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.085,-0.495,758.001,330.999,0.5,0.272
160.808,2361.006,-22.87,0.027,22.87,0.104,-39.374,0.203,39.374,179.705,2.125,0.1,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.069,4.772e6,0,228.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.948,-0.421,759.103,331.044,0.5,0.273
161.308,2349.574,-22.856,0.027,22.857,0.108,-40.423,0.203,40.423,179.712,2.072,0.105,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.069,4.774e6,0,228.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.887,-0.347,760.204,331.089,0.5,0.273
161.808,2338.15,-22.843,0.026,22.843,0.037,-41.462,0.203,41.463,179.72,2.086,0.027,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.069,4.776e6,0,228.815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.141,-0.272,761.304,331.134,0.5,0.273
162.308,2326.731,-22.83,0.027,22.83,0.066,-42.513,0.202,42.513,179.727,2.116,0.06,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.069,4.778e6,0,228.825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.232,-0.198,762.404,331.179,0.5,0.273
162.808,2315.32,-22.816,0.028,22.818,0.179,-43.549,0.202,43.549,179.734,2.027,0.177,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.069,4.78e6,0,228.887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.712,-0.124,763.503,331.224,0.5,0.273
163.308,2303.916,-22.803,0.026,22.803,0.029,-44.561,0.202,44.561,179.74,2.021,0.013,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.069,4.781e6,0,228.801,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.003,-0.05,764.601,331.269,0.5,0.273
163.808,2292.518,-22.79,0.026,22.79,0.036,-45.568,0.202,45.568,179.746,2.008,0.025,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.069,4.783e6,0,228.809,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.97,0.025,765.699,331.314,0.5,0.273
164.308,2281.126,-22.776,0.027,22.777,0.112,-46.586,0.202,46.586,179.752,2.063,0.108,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.069,4.785e6,0,228.841,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.267,0.099,766.796,331.359,0.5,0.273
164.808,2269.741,-22.763,0.026,22.763,0.026,-47.617,0.202,47.618,179.757,2.064,0.002,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.069,4.786e6,0,228.807,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.074,0.173,767.893,331.404,0.5,0.273
165.308,2258.363,-22.75,0.027,22.751,0.099,-48.661,0.201,48.661,179.763,2.111,0.095,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.069,4.788e6,0,228.833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.292,0.247,768.989,331.448,0.5,0.273
165.808,2246.991,-22.737,0.026,22.737,0.048,-49.711,0.201,49.712,179.768,2.091,0.041,28.61,-80.601,9.785,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.069,4.79e6,0,228.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.023,0.321,770.084,331.493,0.5,0.273
