# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
65.666,988.333,988.333,-22.286,22.286,0.024,0.024,-2.604,0.012,2.604,270.264192,0.007,1.415e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.789,0,108.4,-10.248,0,0,64.531,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,8.576,900,0.001113,336.496,0.066,2.463e6,10.6,90,0.5,0.2,0.003
66.166,977.194,977.194,-22.273,22.273,0.025,0.025,-2.601,0.012,2.601,270.264192,0.007,1.425e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.789,0,108.4,-10.248,0,0,64.533,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,8.648,901.3,0.001114,336.54,0.066,2.464e6,10.6,90,0.5,0.2,0.003
66.666,966.06,966.06,-22.261,22.261,0.025,0.025,-2.597,0.012,2.597,270.264192,0.006,1.432e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.789,0,108.4,-10.248,0,0,64.534,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,8.721,902.5,0.001115,336.584,0.066,2.465e6,10.6,90,0.5,0.2,0.003
67.166,954.933,954.933,-22.249,22.249,0.025,0.025,-2.594,0.012,2.594,270.264192,0.006,1.436e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.789,0,108.4,-10.248,0,0,64.534,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,8.793,903.8,0.001117,336.627,0.066,2.466e6,10.6,90,0.5,0.201,0.003
67.666,943.811,943.811,-22.236,22.236,0.025,0.025,-2.591,0.012,2.591,270.264192,0.006,1.438e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.789,0,108.4,-10.248,0,0,64.535,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,8.865,905,0.001118,336.671,0.066,2.467e6,10.6,90,0.5,0.201,0.003
68.166,932.696,932.696,-22.224,22.224,0.025,0.025,-2.588,0.012,2.588,270.264192,0.006,1.439e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.789,0,108.4,-10.248,0,0,64.535,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,8.937,906.3,0.001119,336.715,0.066,2.468e6,10.6,90,0.5,0.201,0.003
68.666,921.587,921.587,-22.212,22.212,0.025,0.025,-2.584,0.012,2.584,270.264192,0.006,1.438e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.789,0,108.4,-10.248,0,0,64.534,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,9.01,907.5,0.00112,336.759,0.066,2.469e6,10.6,90,0.5,0.201,0.003
69.166,910.485,910.485,-22.199,22.199,0.025,0.025,-2.581,0.012,2.581,270.264192,0.006,1.437e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.789,0,108.4,-10.248,0,0,64.534,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,9.082,908.7,0.001122,336.803,0.066,2.47e6,10.6,90,0.5,0.201,0.003
69.666,899.388,899.388,-22.187,22.187,0.025,0.025,-2.578,0.012,2.578,270.264192,0.006,1.435e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.789,0,108.4,-10.248,0,0,64.534,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,9.154,910,0.001123,336.846,0.066,2.471e6,10.6,90,0.5,0.201,0.003
70.166,888.298,888.298,-22.175,22.175,0.025,0.025,-2.575,0.012,2.575,270.264192,0.006,1.432e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.789,0,108.4,-10.248,0,0,64.534,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,9.226,911.2,0.001124,336.89,0.066,2.471e6,10.6,90,0.5,0.201,0.003
70.666,877.213,877.213,-22.162,22.162,0.024,0.024,-2.571,0.012,2.571,270.264192,0.006,1.429e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.789,0,108.4,-10.248,0,0,64.534,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,9.298,912.5,0.001125,336.934,0.066,2.472e6,10.6,90,0.5,0.201,0.003
71.166,866.135,866.135,-22.15,22.15,0.024,0.024,-2.568,0.012,2.568,270.264192,0.006,1.426e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.79,0,108.4,-10.248,0,0,64.534,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,9.37,913.7,0.001127,336.977,0.066,2.473e6,10.6,90,0.5,0.201,0.003
71.666,855.063,855.063,-22.138,22.138,0.024,0.024,-2.565,0.012,2.565,270.264192,0.006,1.422e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.79,0,108.4,-10.248,0,0,64.533,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,9.442,914.9,0.001128,337.021,0.066,2.474e6,10.6,90,0.5,0.201,0.003
72.166,843.997,843.997,-22.126,22.126,0.024,0.024,-2.562,0.012,2.562,270.264192,0.006,1.418e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.79,0,108.4,-10.248,0,0,64.533,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,9.514,916.2,0.001129,337.064,0.066,2.475e6,10.6,90,0.5,0.201,0.003
72.666,832.938,832.938,-22.114,22.114,0.024,0.024,-2.559,0.012,2.559,270.264192,0.006,1.414e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.79,0,108.4,-10.248,0,0,64.533,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,9.586,917.4,0.00113,337.108,0.066,2.476e6,10.6,90,0.5,0.201,0.003
73.166,821.884,821.884,-22.102,22.102,0.024,0.024,-2.555,0.012,2.555,270.264192,0.006,1.41e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.79,0,108.4,-10.248,0,0,64.533,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,9.658,918.6,0.001132,337.152,0.066,2.477e6,10.6,90,0.5,0.202,0.003
73.666,810.836,810.836,-22.089,22.089,0.024,0.024,-2.552,0.012,2.552,270.264192,0.006,1.405e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.79,0,108.4,-10.248,0,0,64.532,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,9.73,919.9,0.001133,337.195,0.066,2.477e6,10.6,90,0.5,0.202,0.003
74.166,799.794,799.794,-22.077,22.077,0.024,0.024,-2.549,0.012,2.549,270.264192,0.006,1.401e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.79,0,108.4,-10.248,0,0,64.532,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,9.801,921.1,0.001134,337.239,0.065,2.478e6,10.6,90,0.5,0.202,0.003
74.666,788.758,788.758,-22.065,22.065,0.024,0.024,-2.546,0.012,2.546,270.264192,0.006,1.397e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.79,0,108.4,-10.248,0,0,64.532,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,9.873,922.3,0.001135,337.282,0.065,2.479e6,10.6,90,0.5,0.202,0.003
75.166,777.729,777.729,-22.053,22.053,0.024,0.024,-2.543,0.012,2.543,270.264192,0.006,1.392e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.79,0,108.4,-10.248,0,0,64.532,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,9.945,923.6,0.001137,337.325,0.065,2.48e6,10.6,90,0.5,0.202,0.003
75.666,766.705,766.705,-22.042,22.042,0.024,0.024,-2.539,0.012,2.539,270.264192,0.006,1.388e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.79,0,108.4,-10.248,0,0,64.532,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,10.016,924.8,0.001138,337.369,0.065,2.481e6,10.6,90,0.5,0.202,0.003
76.166,755.687,755.687,-22.03,22.03,0.024,0.024,-2.536,0.012,2.536,270.264192,0.006,1.384e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.79,0,108.4,-10.248,0,0,64.531,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,10.088,926,0.001139,337.412,0.065,2.482e6,10.6,90,0.5,0.202,0.003
76.666,744.675,744.675,-22.018,22.018,0.024,0.024,-2.533,0.012,2.533,270.264192,0.006,1.379e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.79,0,108.4,-10.248,0,0,64.531,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,10.16,927.3,0.00114,337.456,0.065,2.482e6,10.6,90,0.5,0.203,0.003
77.166,733.669,733.669,-22.006,22.006,0.024,0.024,-2.53,0.012,2.53,270.264192,0.006,1.375e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.79,0,108.4,-10.248,0,0,64.531,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,10.231,928.5,0.001141,337.499,0.065,2.483e6,10.6,90,0.5,0.203,0.003
77.666,722.669,722.669,-21.994,21.994,0.024,0.024,-2.527,0.012,2.527,270.264192,0.006,1.37e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.79,0,108.4,-10.248,0,0,64.531,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,10.303,929.7,0.001143,337.542,0.065,2.484e6,10.6,90,0.5,0.203,0.003
78.166,711.675,711.675,-21.982,21.982,0.023,0.023,-2.524,0.012,2.524,270.264192,0.006,1.366e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.79,0,108.4,-10.248,0,0,64.531,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,10.374,931,0.001144,337.586,0.065,2.485e6,10.6,90,0.5,0.203,0.003
78.666,700.687,700.687,-21.971,21.971,0.023,0.023,-2.52,0.012,2.52,270.264192,0.006,1.362e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.79,0,108.4,-10.248,0,0,64.531,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,10.446,932.2,0.001145,337.629,0.065,2.486e6,10.6,90,0.5,0.203,0.003
79.166,689.705,689.705,-21.959,21.959,0.023,0.023,-2.517,0.012,2.517,270.264192,0.006,1.357e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.79,0,108.4,-10.248,0,0,64.53,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,10.517,933.4,0.001146,337.672,0.065,2.487e6,10.6,90,0.5,0.203,0.003
79.666,678.728,678.728,-21.947,21.947,0.023,0.023,-2.514,0.012,2.514,270.264192,0.006,1.353e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.79,0,108.4,-10.248,0,0,64.53,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,10.588,934.6,0.001148,337.715,0.065,2.487e6,10.6,90,0.5,0.203,0.003
80.166,667.757,667.757,-21.936,21.936,0.023,0.023,-2.511,0.012,2.511,270.264192,0.006,1.349e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.79,0,108.4,-10.248,0,0,64.53,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,10.66,935.9,0.001149,337.759,0.065,2.488e6,10.6,90,0.5,0.203,0.003
80.666,656.793,656.793,-21.924,21.924,0.023,0.023,-2.508,0.012,2.508,270.264192,0.006,1.345e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.79,0,108.4,-10.248,0,0,64.53,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,10.731,937.1,0.00115,337.802,0.065,2.489e6,10.6,90,0.5,0.203,0.003
81.166,645.833,645.833,-21.912,21.912,0.023,0.023,-2.505,0.012,2.505,270.264192,0.006,1.34e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.79,0,108.4,-10.248,0,0,64.53,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,10.802,938.3,0.001151,337.845,0.065,2.49e6,10.6,90,0.5,0.203,0.003
81.666,634.88,634.88,-21.901,21.901,0.023,0.023,-2.501,0.012,2.501,270.264192,0.006,1.336e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.79,0,108.4,-10.248,0,0,64.529,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,10.873,939.5,0.001152,337.888,0.065,2.491e6,10.6,90,0.5,0.203,0.003
82.166,623.933,623.933,-21.889,21.889,0.023,0.023,-2.498,0.012,2.498,270.264192,0.006,1.332e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.79,0,108.4,-10.248,0,0,64.529,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,10.944,940.8,0.001154,337.931,0.065,2.491e6,10.6,90,0.5,0.204,0.003
82.666,612.991,612.991,-21.878,21.878,0.023,0.023,-2.495,0.012,2.495,270.264192,0.006,1.328e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.79,0,108.4,-10.248,0,0,64.529,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,11.016,942,0.001155,337.974,0.065,2.492e6,10.6,90,0.5,0.204,0.003
83.166,602.055,602.055,-21.866,21.866,0.023,0.023,-2.492,0.012,2.492,270.264192,0.006,1.323e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.79,0,108.4,-10.248,0,0,64.529,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,11.087,943.2,0.001156,338.017,0.065,2.493e6,10.6,90,0.5,0.204,0.003
83.666,591.125,591.125,-21.855,21.855,0.023,0.023,-2.489,0.012,2.489,270.264192,0.006,1.319e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.79,0,108.4,-10.248,0,0,64.529,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,11.158,944.4,0.001157,338.06,0.065,2.494e6,10.6,90,0.5,0.204,0.003
84.166,580.2,580.2,-21.843,21.843,0.023,0.023,-2.486,0.012,2.486,270.264192,0.006,1.315e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.79,0,108.4,-10.248,0,0,64.529,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,11.229,945.6,0.001158,338.103,0.065,2.495e6,10.6,90,0.5,0.204,0.003
84.666,569.281,569.281,-21.832,21.832,0.023,0.023,-2.483,0.012,2.483,270.264192,0.006,1.311e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.79,0,108.4,-10.248,0,0,64.528,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,11.3,946.9,0.00116,338.147,0.065,2.496e6,10.6,90,0.5,0.204,0.003
85.166,558.368,558.368,-21.821,21.821,0.023,0.023,-2.479,0.012,2.48,270.264192,0.006,1.307e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.79,0,108.4,-10.248,0,0,64.528,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,11.371,948.1,0.001161,338.189,0.065,2.496e6,10.6,90,0.5,0.204,0.003
85.666,547.46,547.46,-21.809,21.809,0.023,0.023,-2.476,0.012,2.476,270.264192,0.006,1.303e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.79,0,108.4,-10.248,0,0,64.528,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,11.442,949.3,0.001162,338.232,0.064,2.497e6,10.6,90,0.5,0.204,0.003
86.166,536.559,536.559,-21.798,21.798,0.023,0.023,-2.473,0.012,2.473,270.264192,0.006,1.299e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.791,0,108.4,-10.248,0,0,64.528,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,11.512,950.5,0.001163,338.275,0.064,2.498e6,10.6,90,0.5,0.204,0.003
86.666,525.662,525.662,-21.787,21.787,0.022,0.022,-2.47,0.012,2.47,270.264192,0.006,1.295e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.791,0,108.4,-10.248,0,0,64.528,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,11.583,951.7,0.001164,338.318,0.064,2.499e6,10.6,90,0.5,0.204,0.003
87.166,514.772,514.772,-21.776,21.776,0.022,0.022,-2.467,0.012,2.467,270.264192,0.006,1.291e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.791,0,108.4,-10.248,0,0,64.528,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,11.654,953,0.001166,338.361,0.064,2.499e6,10.6,90,0.5,0.204,0.003
87.666,503.887,503.887,-21.764,21.764,0.022,0.022,-2.464,0.012,2.464,270.264192,0.006,1.287e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.791,0,108.4,-10.248,0,0,64.527,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,11.725,954.2,0.001167,338.404,0.064,2.5e6,10.6,90,0.5,0.204,0.003
88.166,493.007,493.007,-21.753,21.753,0.023,0.023,-2.461,0.012,2.461,270.264192,0.006,1.294e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.791,0,108.4,-10.248,0,0,64.53,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,11.795,955.4,0.001168,338.447,0.064,2.501e6,10.6,90,0.5,0.205,0.003
88.666,482.134,482.134,-21.742,21.742,0.023,0.023,-2.458,0.012,2.458,270.264192,0.006,1.305e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.791,0,108.4,-10.248,0,0,64.533,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,11.866,956.7,0.001169,338.49,0.064,2.502e6,10.6,90,0.5,0.205,0.003
89.166,471.266,471.266,-21.73,21.73,0.023,0.023,-2.455,0.012,2.455,270.264192,0.006,1.313e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.791,0,108.4,-10.248,0,0,64.534,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,11.937,958,0.001171,338.533,0.064,2.503e6,10.6,90,0.5,0.205,0.003
89.666,460.403,460.403,-21.719,21.719,0.023,0.023,-2.452,0.012,2.452,270.264192,0.006,1.318e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.791,0,108.4,-10.248,0,0,64.535,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.007,959.3,0.001172,338.575,0.064,2.504e6,10.6,90,0.5,0.205,0.003
90.166,449.547,449.547,-21.707,21.707,0.023,0.023,-2.448,0.012,2.448,270.264192,0.006,1.321e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.791,0,108.4,-10.248,0,0,64.535,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.078,960.5,0.001173,338.618,0.064,2.505e6,10.6,90,0.5,0.205,0.003
90.666,438.696,438.696,-21.695,21.695,0.023,0.023,-2.445,0.012,2.445,270.264192,0.006,1.322e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.791,0,108.4,-10.248,0,0,64.535,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.148,961.8,0.001174,338.661,0.064,2.506e6,10.6,90,0.5,0.205,0.003
91.166,427.852,427.852,-21.684,21.684,0.023,0.023,-2.442,0.012,2.442,270.264192,0.006,1.322e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.791,0,108.4,-10.248,0,0,64.535,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.219,963.1,0.001176,338.704,0.064,2.506e6,10.6,90,0.5,0.205,0.003
91.666,417.013,417.013,-21.672,21.672,0.023,0.023,-2.439,0.012,2.439,270.264192,0.006,1.321e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.791,0,108.4,-10.248,0,0,64.535,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.289,964.3,0.001177,338.746,0.064,2.507e6,10.6,90,0.5,0.205,0.003
92.166,406.179,406.179,-21.66,21.66,0.023,0.023,-2.436,0.012,2.436,270.264192,0.006,1.319e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.791,0,108.4,-10.248,0,0,64.535,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.36,965.6,0.001178,338.789,0.064,2.508e6,10.6,90,0.5,0.205,0.003
92.666,395.352,395.352,-21.649,21.649,0.023,0.023,-2.433,0.012,2.433,270.264192,0.006,1.317e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.791,0,108.4,-10.248,0,0,64.535,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.43,966.9,0.001179,338.832,0.064,2.509e6,10.6,90,0.5,0.205,0.003
93.166,384.531,384.531,-21.637,21.637,0.023,0.023,-2.43,0.012,2.43,270.264192,0.006,1.314e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.791,0,108.4,-10.248,0,0,64.535,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.501,968.2,0.001181,338.874,0.064,2.51e6,10.6,90,0.5,0.205,0.003
93.666,373.715,373.715,-21.626,21.626,0.023,0.023,-2.427,0.012,2.427,270.264192,0.006,1.311e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.791,0,108.4,-10.248,0,0,64.534,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.571,969.4,0.001182,338.917,0.064,2.511e6,10.6,90,0.5,0.205,0.003
94.166,362.905,362.905,-21.614,21.614,0.023,0.023,-2.424,0.012,2.424,270.264192,0.006,1.308e-5,28.61,-80.6,NaN,NaN,NaN,NaN,85.3134157,270.0923046,6576,794,1.933,0.021,9.791,0,108.4,-10.248,0,0,64.534,26.563,0,26.563,0,26.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.641,970.7,0.001183,338.959,0.064,2.511e6,10.6,90,0.5,0.206,0.003
